#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_rho_fld       23:rho_plus_p_theta_fld    24:delta_p_fld        
       1.083451534889e+02       2.817649915658e-04      -6.223752764616e-01      -8.483777387036e-02      -5.170716631360e-03      -1.282345493065e-02      -3.078317565770e-05      -2.564817197305e-03      -4.694109805296e-01      -8.478829413964e-02       1.555949734067e-01       1.443500251182e-01      -9.944262666054e-01      -2.907622927347e-02      -3.766553873224e-01      -8.477890411646e+00       7.688108927261e-02      -9.947649687288e-01      -2.908311152487e-02      -3.764387612137e-01       3.330895222317e-01      -1.679025896656e-07       8.723755315150e-09      -5.571663766070e-08 
       1.092914196221e+02       2.846488062740e-04      -5.240095392401e-01      -8.450029053723e-02      -5.257498584989e-03      -1.304327495319e-02      -3.195800061080e-05      -2.608788720153e-03      -3.956822864855e-01      -8.445340896792e-02       1.530997109715e-01       1.422327752033e-01      -9.670413415967e-01      -2.775943933461e-02      -3.712520428767e-01      -8.556961837346e+00       7.681623156137e-02      -9.673737272427e-01      -2.776705813000e-02      -3.710431488374e-01       3.330845066259e-01      -1.693307675228e-07       8.753330536402e-09      -5.762155289598e-08 
       1.102376857554e+02       2.875399451700e-04      -4.258309947008e-01      -8.407927056898e-02      -5.339607780321e-03      -1.325193234646e-02      -3.313547431552e-05      -2.650527964058e-03      -3.220914252087e-01      -8.403520582741e-02       1.506753487457e-01       1.401883610169e-01      -9.410226250025e-01      -2.644934169349e-02      -3.653492270408e-01      -8.635751077263e+00       7.674654668573e-02      -9.413475877607e-01      -2.645766201982e-02      -3.651486791267e-01       3.330794281618e-01      -1.707362571544e-07       8.781226625672e-09      -5.951642175526e-08 
       1.111839518887e+02       2.904384082665e-04      -3.279504502776e-01      -8.357512062369e-02      -5.416745839780e-03      -1.344870531798e-02      -3.431257444760e-05      -2.689890562358e-03      -2.487212938883e-01      -8.353409436730e-02       1.483214154722e-01       1.382153690564e-01      -9.163650640875e-01      -2.514946787205e-02      -3.589677742137e-01      -8.714257931762e+00       7.667230111925e-02      -9.166815222995e-01      -2.515845056542e-02      -3.587761642756e-01       3.330742866010e-01      -1.721191623760e-07       8.807496217631e-09      -6.140043164994e-08 
       1.121302180219e+02       2.933441955780e-04      -2.304781752219e-01      -8.298835356879e-02      -5.488615195276e-03      -1.363287392382e-02      -3.548609924514e-05      -2.726732516340e-03      -1.756543834604e-01      -8.295059004736e-02       1.460373927677e-01       1.363123744904e-01      -8.930592868136e-01      -2.386324349347e-02      -3.521297571918e-01      -8.792482484492e+00       7.659375811299e-02      -8.933661899668e-01      -2.387284533279e-02      -3.519476516271e-01       3.330690817042e-01      -1.734796193808e-07       8.832192859101e-09      -6.327281879209e-08 
       1.130764841552e+02       2.962573071224e-04      -1.335237620162e-01      -8.231958755714e-02      -5.554919791567e-03      -1.380372135910e-02      -3.665266431630e-05      -2.760910453178e-03      -1.029726750382e-01      -8.228531318344e-02       1.438227166422e-01       1.344779433803e-01      -8.710917148290e-01      -2.259397809670e-02      -3.448584120897e-01      -8.870425093558e+00       7.651117753026e-02      -8.713880500273e-01      -2.260415192186e-02      -3.446863486486e-01       3.330638132288e-01      -1.748177958898e-07       8.855370866500e-09      -6.513286838906e-08 
       1.143116624230e+02       3.000708643166e-04      -7.926752307763e-03      -8.132447063177e-02      -5.632609087174e-03      -1.400551018467e-02      -3.815900269126e-05      -2.801279551128e-03      -8.814268165161e-03      -8.129509413959e-02       1.410351844338e-01       1.321841984333e-01      -8.444007634139e-01      -2.096795766433e-02      -3.347554341494e-01      -8.971741843027e+00       7.639773311529e-02      -8.446818601858e-01      -2.097880104281e-02      -3.345972374215e-01       3.330568401187e-01      -1.765313511674e-07       8.883431724575e-09      -6.754116474657e-08 
       1.155468406908e+02       3.038969009549e-04       1.163632524913e-01      -8.019274832449e-02      -5.699670012630e-03      -1.418182445536e-02      -3.963901461285e-05      -2.836554047777e-03       8.437017618149e-02      -8.016866101031e-02       1.383633077527e-01       1.300016051048e-01      -8.199102375862e-01      -1.938297309496e-02      -3.240122407343e-01      -9.072581322793e+00       7.627840610797e-02      -8.201745553155e-01      -1.939439107603e-02      -3.238686921166e-01       3.330497576737e-01      -1.782078004784e-07       8.909122034945e-09      -6.992595541948e-08 
       1.167820189586e+02       3.077354170642e-04       2.391101103847e-01      -7.892657995681e-02      -5.755466463254e-03      -1.433112287082e-02      -4.108380282072e-05      -2.866425640312e-03       1.764040357977e-01      -7.890817435948e-02       1.358055082520e-01       1.279269422337e-01      -7.975601625072e-01      -1.784533109238e-02      -3.126879617146e-01      -9.172946271305e+00       7.615374577080e-02      -7.978062910267e-01      -1.785722123917e-02      -3.125597547898e-01       3.330425652724e-01      -1.798477411356e-07       8.932565981681e-09      -7.228602686464e-08 
       1.180171972264e+02       3.115864127193e-04       3.600814953831e-01      -7.752840822513e-02      -5.799375430022e-03      -1.445189436889e-02      -4.248395940341e-05      -2.890592066461e-03       2.671135510557e-01      -7.751607661969e-02       1.333600959839e-01       1.259569911336e-01      -7.772805546683e-01      -1.636088274002e-02      -3.008438810824e-01      -9.272840090347e+00       7.602428956779e-02      -7.775072332442e-01      -1.637313581946e-02      -3.007316142392e-01       3.330352622401e-01      -1.814518468633e-07       8.953888010972e-09      -7.462030593209e-08 
       1.192523754943e+02       3.154498880176e-04       4.790493803196e-01      -7.600095144464e-02      -5.830789147735e-03      -1.454266413566e-02      -4.382958241937e-05      -2.908758306256e-03       3.563281851676e-01      -7.599508433711e-02       1.310252754705e-01       1.240885426296e-01      -7.589921610792e-01      -1.493499805338e-02      -2.885430671344e-01      -9.372266809195e+00       7.589056270242e-02      -7.591982950785e-01      -1.494749876235e-02      -2.884472360880e-01       3.330278478379e-01      -1.830208630238e-07       8.973212320957e-09      -7.692785785653e-08 
       1.204875537621e+02       3.193258430229e-04       5.957904988462e-01      -7.434719541079e-02      -5.849117697962e-03      -1.460199954257e-02      -4.511029200987e-05      -2.920637769108e-03       4.438809688247e-01      -7.434818000137e-02       1.287991518688e-01       1.223184035590e-01      -7.426072313020e-01      -1.357254429461e-02      -2.758499995528e-01      -9.471231050042e+00       7.575307769390e-02      -7.427919053237e-01      -1.358517200933e-02      -2.757709894596e-01       3.330203212529e-01      -1.845556017313e-07       8.990662379180e-09      -7.920788367194e-08 
       1.219115400514e+02       3.238097593190e-04       7.273290563786e-01      -7.228815871710e-02      -5.853268880670e-03      -1.462959322952e-02      -4.649205605865e-05      -2.926170802814e-03       5.425421906303e-01      -7.229751629451e-02       1.263650381223e-01       1.203955475055e-01      -7.259550081210e-01      -1.208618542602e-02      -2.608153999190e-01      -9.584755721527e+00       7.559056384944e-02      -7.261140554288e-01      -1.209880405404e-02      -2.607561059648e-01       3.330115037769e-01      -1.862835443347e-07       9.008613352503e-09      -8.180141027860e-08 
       1.233355263407e+02       3.283102620242e-04       8.552937084172e-01      -7.007096299843e-02      -5.838441855007e-03      -1.461154274432e-02      -4.775581168559e-05      -2.922574905073e-03       6.385352621278e-01      -7.008919111992e-02       1.240695578571e-01       1.185943272599e-01      -7.115481215359e-01      -1.069565923780e-02      -2.454479570259e-01      -9.697681427360e+00       7.542446146983e-02      -7.116808840253e-01      -1.070809707949e-02      -2.454085416721e-01       3.330025345004e-01      -1.879685244340e-07       9.024420324187e-09      -8.435666390242e-08 
       1.247595126300e+02       3.328273513209e-04       9.793706245617e-01      -6.770140946000e-02      -5.803853885457e-03      -1.454593549199e-02      -4.888358528929e-05      -2.909467415894e-03       7.316255099030e-01      -6.772899246269e-02       1.219093817037e-01       1.169099917686e-01      -6.992189439341e-01      -9.405761808292e-03      -2.298493697379e-01      -9.810017824659e+00       7.525548911547e-02      -6.993251022943e-01      -9.417843785969e-03      -2.298298005436e-01       3.329934117623e-01      -1.896120620722e-07       9.038264043562e-09      -8.687305769514e-08 
       1.261834989193e+02       3.373610274914e-04       1.099257650386e+00      -6.518569858499e-02      -5.748779799336e-03      -1.443099108348e-02      -4.985685922643e-05      -2.886492101407e-03       8.215869967023e-01      -6.522310485834e-02       1.198810525323e-01       1.153378601165e-01      -6.887913972900e-01      -8.220301741154e-03      -2.141208890172e-01      -9.921775365582e+00       7.508434032129e-02      -6.888709898086e-01      -8.231851292449e-03      -2.141209331503e-01       3.329841337555e-01      -1.912157552223e-07       9.050320681918e-09      -8.935021646871e-08 
       1.276074852086e+02       3.419112903621e-04       1.214665063071e+00      -6.253040835072e-02      -5.672562208983e-03      -1.426508298603e-02      -5.065671917686e-05      -2.853323484072e-03       9.082030841574e-01      -6.257808725550e-02       1.179809984678e-01       1.138733300444e-01      -6.800827736353e-01      -7.142094509379e-03      -1.983625594019e-01      -1.003296523630e+01       7.491168310239e-02      -6.801361898485e-01      -7.152935318675e-03      -1.983817734985e-01       3.329746985407e-01      -1.927812689952e-07       9.060761122076e-09      -9.178796659720e-08 
       1.290314714979e+02       3.464781398861e-04       1.325316306480e+00      -5.974247058409e-02      -5.574623209000e-03      -1.404676761618e-02      -5.126410607482e-05      -2.809672662809e-03       9.912669799695e-01      -5.980084974158e-02       1.162055455506e-01       1.125118858308e-01      -6.729056015300e-01      -6.172963740536e-03      -1.826724596155e-01      -1.014359929648e+01       7.473815951456e-02      -6.729335953784e-01      -6.182921884731e-03      -1.827101899702e-01       3.329651040628e-01      -1.943103245412e-07       9.069750282301e-09      -9.418632581811e-08 
       1.304554577872e+02       3.510615762246e-04       1.430948681341e+00      -5.682914713419e-02      -5.454471396875e-03      -1.377480742058e-02      -5.166003254555e-05      -2.755291930941e-03       1.070582252521e+00      -5.689863129974e-02       1.145509303071e-01       1.112491052763e-01      -6.670695135425e-01      -5.313750756815e-03      -1.671459640584e-01      -1.025369002065e+01       7.456438529150e-02      -6.670732146997e-01      -5.322656875002e-03      -1.672013492787e-01       3.329553481710e-01      -1.958046880210e-07       9.077446507861e-09      -9.654549210347e-08 
       1.316329794287e+02       3.548642369607e-04       1.514329955339e+00      -5.433073135402e-02      -5.338000157082e-03      -1.350861232155e-02      -5.181363422087e-05      -2.702061393503e-03       1.133205578118e+00      -5.440968569016e-02       1.132712399474e-01       1.102763340976e-01      -6.631202724441e-01      -4.686219564844e-03      -1.544959664951e-01      -1.034432500550e+01       7.442091887709e-02      -6.631050061581e-01      -4.694132489206e-03      -1.545651540740e-01       3.329471573302e-01      -1.970154816664e-07       9.082941917109e-09      -9.846698328464e-08 
       1.325656309295e+02       3.578841692726e-04       1.577727727036e+00      -5.229761207328e-02      -5.234537691958e-03      -1.327077046953e-02      -5.181483893590e-05      -2.654499083496e-03       1.180831110260e+00      -5.238423905064e-02       1.123129847867e-01       1.095500545229e-01      -6.604788577750e-01      -4.242127745327e-03      -1.446337135806e-01      -1.041585977875e+01       7.430766277670e-02      -6.604494368646e-01      -4.249178191700e-03      -1.447132403551e-01       3.329405895479e-01      -1.979592045134e-07       9.086794638064e-09      -9.997023714464e-08 
       1.334982824302e+02       3.609112168898e-04       1.638719916494e+00      -5.021897829715e-02      -5.121037754725e-03      -1.300870148500e-02      -5.170287414116e-05      -2.602090684457e-03       1.226659679095e+00      -5.031342084884e-02       1.114024239667e-01       1.088615770076e-01      -6.582096323899e-01      -3.844340018451e-03      -1.349363765098e-01      -1.048717573838e+01       7.419490576546e-02      -6.581669312165e-01      -3.850463994392e-03      -1.350256574168e-01       3.329339501187e-01      -1.988899794724e-07       9.090247924448e-09      -1.014571870546e-07 
